event_date,run_date,ticker,session,run,impact_sum,conviction,above_floor,n_findings,n_clusters,hunters,priced_lean_pct,runup_20d_pct,runup_5d_pct,implied_move_pct,implied_basis,deadband_pct,hist_median_abs_move_pct,hist_n,baseline_quality,spot,dollar_vol_20d,entry_date,exit_date,move_pct,move_over_implied,sign_agreed,abs_error_pts,resolved
2026-09-04,2026-09-04,LND,bmo,backtest/runs/edge-corpus/2026-09-04,,,,0,0,0,-0.39,7.8,4.31,1.35,history_proxy,1.5,1.35,8,,3.87,240269,2026-09-03,2026-09-04,-2.07,-1.533,,,1
2026-09-04,2026-09-04,PXS,amc,backtest/runs/edge-corpus/2026-09-04,-3.0,3.0,1,2,2,1,-1.183,23.66,16.04,2.33,history_proxy,1.5,2.33,8,,6.22,943574,2026-09-04,2026-09-08,6.11,2.622,0,9.11,1
2026-09-08,2026-09-08,WDH,bmo,backtest/runs/edge-corpus/2026-09-08,1.35,1.35,0,1,1,1,-0.1,2.0,2.72,1.73,history_proxy,1.5,1.73,8,,1.02,259779,2026-09-04,2026-09-08,4.9,2.832,1,3.55,1
2026-09-08,2026-09-08,TTAN,amc,backtest/runs/edge-corpus/2026-09-08,0.35,0.35,0,2,1,1,0.306,-6.11,-16.79,6.94,history_proxy,3.47,6.94,7,,81.58,108800799,2026-09-08,2026-09-09,-29.98,-4.32,0,30.33,1
2026-09-08,2026-09-08,CASY,amc,backtest/runs/edge-corpus/2026-09-08,1.8,1.8,0,2,2,1,0.708,-14.16,-2.49,5.34,history_proxy,2.67,5.34,7,,733.49,257293622,2026-09-08,2026-09-09,-14.24,-2.667,0,16.04,1
2026-09-08,2026-09-08,AVO,amc,backtest/runs/edge-corpus/2026-09-08,0.9,0.9,0,1,1,1,0.106,-2.13,1.18,7.52,history_proxy,3.76,7.52,7,,12.87,6661190,2026-09-08,2026-09-09,4.27,0.568,1,3.37,1
2026-09-08,2026-09-08,CGNT,bmo,backtest/runs/edge-corpus/2026-09-08,0.75,0.75,0,1,1,1,0.397,-7.93,-3.75,3.55,history_proxy,1.77,3.55,8,,8.47,4516670,2026-09-04,2026-09-08,-2.83,-0.797,0,3.58,1
2026-09-08,2026-09-08,ABM,bmo,backtest/runs/edge-corpus/2026-09-08,,,,0,0,0,0.153,-3.07,-0.32,6.67,history_proxy,3.33,6.67,7,,47.05,16148030,2026-09-04,2026-09-08,7.55,1.132,,,1
2026-09-08,2026-09-08,CAN,bmo,backtest/runs/edge-corpus/2026-09-08,,,,0,0,0,-3.411,68.22,-5.26,4.5,history_proxy,2.25,4.5,8,,0.36,8445686,2026-09-04,2026-09-08,-10.28,-2.284,,,1
2026-09-08,2026-09-08,IRS,amc,backtest/runs/edge-corpus/2026-09-08,,,,0,0,0,-0.088,1.75,1.0,1.53,history_proxy,1.5,1.53,8,,15.11,1876662,2026-09-08,2026-09-09,2.32,1.516,,,1
2026-09-08,2026-09-08,GMHS,bmo,backtest/runs/edge-corpus/2026-09-08,-1.05,1.05,0,1,1,1,-0.306,6.12,11.95,4.19,history_proxy,2.1,4.19,8,,0.815,332732,2026-09-04,2026-09-08,-1.6,-0.382,1,0.55,1
2026-09-08,2026-09-08,BRZE,amc,backtest/runs/edge-corpus/2026-09-08,-0.8,0.8,0,1,1,1,-0.272,5.43,-10.96,11.64,history_proxy,5.82,11.64,8,,30.31,82730539,2026-09-08,2026-09-09,-21.73,-1.867,1,20.93,1
2026-09-08,2026-09-08,MIND,amc,backtest/runs/edge-corpus/2026-09-08,-3.25,3.25,1,1,1,1,0.817,-16.33,-3.45,24.06,history_proxy,12.03,24.06,7,,4.2,455847,2026-09-08,2026-09-09,-7.38,-0.307,1,4.13,1
2026-09-08,2026-09-08,UNFI,bmo,backtest/runs/edge-corpus/2026-09-08,-3.75,3.75,1,2,1,1,0.333,-6.65,-4.08,10.18,history_proxy,5.09,10.18,7,,43.93,23133318,2026-09-04,2026-09-08,2.28,0.224,0,6.03,1
2026-09-08,2026-09-08,INNV,amc,backtest/runs/edge-corpus/2026-09-08,-4.5,4.5,1,2,2,1,0.175,-3.49,-2.59,11.73,history_proxy,5.87,11.73,6,,10.52,2104947,2026-09-08,2026-09-09,4.85,0.413,0,9.35,1
2026-09-08,2026-09-08,GME,bmo,backtest/runs/edge-corpus/2026-09-08,-1.75,1.75,0,2,1,1,-0.0,0.0,7.22,4.79,history_proxy,2.4,4.79,8,,19.16,118860497,2026-09-04,2026-09-08,-1.41,-0.294,1,0.34,1
2026-09-09,2026-09-09,DLNG,bmo,backtest/runs/edge-corpus/2026-09-09,-2.75,2.75,0,3,3,1,-0.013,0.26,0.0,1.14,history_proxy,1.5,1.14,8,,3.86,195606,2026-09-08,2026-09-09,-1.04,-0.912,1,1.71,1
2026-09-09,2026-09-09,KFY,bmo,backtest/runs/edge-corpus/2026-09-09,-2.25,2.25,0,2,2,1,0.096,-1.91,-4.1,5.83,history_proxy,2.92,5.83,7,,82.04,28963402,2026-09-08,2026-09-09,-1.11,-0.19,1,1.14,1
2026-09-09,2026-09-09,YQ,bmo,backtest/runs/edge-corpus/2026-09-09,-8.75,8.75,1,3,2,1,-2.896,57.92,93.37,4.29,history_proxy,2.15,4.29,8,,3.79,635981,2026-09-08,2026-09-09,20.58,4.797,0,29.33,1
